EmployeeID,Age,Gender,Education,Department,JobRole,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,MonthlyIncome,JobLevel,NumCompaniesWorked,TrainingHoursLastYear,WorkLifeBalance,JobSatisfaction,RelationshipSatisfaction,EnvironmentSatisfaction,OverTime,BusinessTravel,Absences,TaskCompletionRate,PeerRatingScore,ManagerRatingScore,ProjectsCompleted,GoalAchievementPct,PerformanceScore,PerformanceRating
EMP0536,58,Male,Master's,Sales,Account Executive,15,0,4,125782,4,6,5,4,1,3,3,Yes,Frequently,4,79.2,2.08,4.91,13,55.6,41.35,Below Expectations
EMP0537,36,Male,Bachelor's,Finance,Senior Analyst,23,0,7,198998,1,1,5,2,4,3,3,No,Rarely,0,57.1,1.37,3.18,17,85.9,50.26,Below Expectations
EMP0538,56,Male,Bachelor's,Operations,Sr. Ops Manager,18,1,4,97590,2,2,76,3,4,2,4,Yes,Rarely,0,91.7,4.99,2.91,13,50.4,68.92,Meets Expectations
EMP0539,49,Female,Bachelor's,Support,Sr. Support,19,9,4,194899,4,8,47,4,1,4,3,No,No Travel,19,56.5,3.37,3.97,13,46.7,28.31,Needs Improvement
EMP0540,28,Male,Master's,Support,Team Lead,2,2,0,133263,4,8,76,1,4,3,1,No,Rarely,4,51.6,2.86,1.68,10,42.8,40.86,Below Expectations
EMP0541,53,Female,Master's,Engineering,Tech Lead,9,4,5,197273,1,1,1,4,2,2,2,Yes,No Travel,18,63.7,2.85,3.32,6,70.1,25.41,Needs Improvement
EMP0542,32,Female,PhD,HR,HR Associate,1,1,1,54373,2,2,50,2,4,1,2,No,No Travel,5,95.0,4.86,4.56,5,86.1,68.98,Meets Expectations
EMP0543,31,Female,Master's,Finance,CFO,3,0,2,52525,4,8,60,3,2,4,1,No,Frequently,2,56.5,3.64,1.09,10,97.7,51.14,Below Expectations
EMP0544,30,Female,Bachelor's,Engineering,Architect,5,3,5,152716,3,0,18,3,3,4,4,No,Rarely,12,66.5,1.67,3.69,14,56.0,29.05,Needs Improvement
EMP0545,35,Male,Master's,Sales,Sales Manager,10,3,1,129513,3,1,1,1,3,2,4,No,No Travel,16,65.8,2.79,3.21,11,47.3,18.93,Needs Improvement
EMP0546,34,Male,PhD,Sales,VP Sales,13,9,7,154401,5,1,50,1,3,2,1,Yes,Rarely,2,90.1,4.1,4.8,5,64.2,55.05,Meets Expectations
EMP0547,46,Female,Master's,Engineering,Senior Dev,15,3,0,121643,5,9,25,4,4,1,1,Yes,Rarely,2,71.1,2.69,2.03,4,43.3,52.1,Below Expectations
EMP0548,23,Male,High School,Support,Team Lead,20,0,8,186558,2,2,69,3,3,1,2,No,Rarely,12,80.6,2.24,4.44,3,59.9,49.26,Below Expectations
EMP0549,56,Female,Bachelor's,Sales,SDR,18,8,7,174712,4,9,19,1,3,1,1,No,Rarely,1,70.2,4.96,2.24,14,78.6,53.56,Below Expectations
EMP0550,28,Male,Master's,Operations,Ops Manager,1,1,0,122694,3,2,22,1,4,4,1,No,No Travel,2,77.6,4.74,2.72,13,50.1,54.75,Below Expectations
EMP0551,42,Female,Master's,Operations,Ops Analyst,24,3,9,61136,3,9,53,4,1,4,1,No,No Travel,19,53.1,4.77,1.85,5,77.9,34.34,Needs Improvement
EMP0552,39,Female,Bachelor's,Engineering,Junior Dev,16,4,8,81539,2,1,14,4,4,3,3,Yes,Rarely,15,68.7,1.53,4.45,12,98.3,47.06,Below Expectations
EMP0553,24,Female,Master's,Finance,CFO,8,6,1,181014,4,7,5,3,2,3,1,Yes,Rarely,11,92.8,1.94,1.78,10,91.9,48.13,Below Expectations
EMP0554,32,Female,PhD,Finance,CFO,16,5,2,93363,2,7,34,2,4,3,3,No,Rarely,8,84.6,2.77,4.44,2,61.4,48.75,Below Expectations
EMP0555,45,Female,Bachelor's,Engineering,Tech Lead,14,4,1,106526,1,7,74,2,1,4,2,No,Rarely,15,99.1,4.33,2.82,7,65.3,45.34,Below Expectations
EMP0556,40,Female,Master's,Finance,CFO,6,6,6,60255,3,1,7,3,3,1,2,No,Rarely,3,89.4,3.95,4.34,7,65.2,57.53,Meets Expectations
EMP0557,25,Female,High School,Support,Support Agent,21,0,1,143209,2,8,56,2,4,3,4,No,Rarely,19,72.6,4.4,2.06,4,91.6,33.79,Needs Improvement
EMP0558,47,Male,High School,Support,Support Agent,22,6,9,111437,2,6,49,3,3,1,2,No,Frequently,17,83.8,4.68,1.53,12,99.6,48.0,Below Expectations
EMP0559,59,Male,Bachelor's,Finance,Senior Analyst,18,11,1,172349,1,4,48,3,2,1,4,No,No Travel,0,88.8,4.12,3.22,4,89.6,69.52,Meets Expectations
EMP0560,53,Male,High School,Operations,Ops Analyst,2,2,0,157715,5,6,20,1,1,1,3,No,Rarely,6,63.5,2.05,3.04,7,73.5,41.0,Below Expectations
EMP0561,57,Female,Master's,Finance,Finance Manager,0,0,0,140900,3,7,35,2,3,3,1,Yes,Frequently,19,53.0,2.14,2.43,13,45.8,11.36,Needs Improvement
EMP0562,58,Male,High School,Support,Team Lead,3,3,1,48729,2,8,70,3,3,3,2,No,Rarely,11,70.3,2.41,3.65,8,97.3,53.7,Below Expectations
EMP0563,54,Female,Bachelor's,Marketing,CMO,17,6,9,46818,3,1,68,2,3,1,1,No,Rarely,7,57.2,2.21,1.38,14,91.6,51.69,Below Expectations
EMP0564,57,Female,Bachelor's,HR,HR Director,7,2,4,90555,5,5,57,2,3,3,4,No,No Travel,7,63.9,2.0,3.49,3,90.5,47.85,Below Expectations
EMP0565,24,Female,Bachelor's,Sales,VP Sales,18,0,4,123979,2,8,62,4,4,2,3,Yes,Frequently,8,97.3,4.01,1.85,2,63.5,60.32,Meets Expectations
EMP0566,30,Female,High School,Marketing,Brand Manager,22,8,2,78629,1,5,15,2,1,3,2,Yes,Rarely,13,92.4,1.14,1.52,10,66.8,37.41,Needs Improvement
EMP0567,29,Male,Master's,Finance,Analyst,22,1,2,140296,3,1,5,3,1,1,1,Yes,Rarely,19,79.6,3.91,4.64,6,47.2,20.5,Needs Improvement
EMP0568,54,Female,Bachelor's,Operations,COO,24,9,2,80438,1,0,77,1,3,1,4,Yes,No Travel,4,70.1,4.29,2.84,7,96.3,61.44,Meets Expectations
EMP0569,27,Female,Master's,Engineering,Senior Dev,5,2,5,34457,5,2,51,2,1,4,1,No,No Travel,19,63.2,1.26,4.05,16,96.6,38.91,Needs Improvement
EMP0570,25,Male,Master's,Finance,CFO,0,0,0,58922,5,4,1,3,3,4,2,Yes,Rarely,1,78.6,1.25,1.36,6,55.3,38.09,Needs Improvement
EMP0571,34,Male,High School,Operations,Sr. Ops Manager,7,7,2,165892,3,6,76,4,2,1,1,No,No Travel,9,76.7,2.14,1.23,16,81.8,51.02,Below Expectations
EMP0572,23,Female,Master's,HR,HR Director,0,0,0,188822,5,9,17,2,2,2,3,Yes,Frequently,8,89.0,1.83,2.98,12,52.2,42.37,Below Expectations
EMP0573,26,Female,High School,Finance,Analyst,18,8,2,133122,4,9,75,1,2,4,2,Yes,Frequently,6,96.4,3.32,2.26,15,63.6,51.6,Below Expectations
EMP0574,48,Male,Bachelor's,Support,Support Manager,10,2,3,127020,3,2,34,2,1,1,4,No,Rarely,17,66.4,3.7,1.02,3,58.1,30.1,Needs Improvement
EMP0575,53,Female,High School,Engineering,Tech Lead,20,5,5,193862,4,8,38,3,3,4,2,No,No Travel,11,60.3,3.54,1.73,16,63.4,39.05,Needs Improvement
EMP0576,42,Female,Bachelor's,Operations,Sr. Ops Manager,23,6,3,113405,5,9,0,2,4,4,4,Yes,No Travel,10,70.1,2.43,1.88,18,58.5,41.08,Below Expectations
EMP0577,29,Male,Bachelor's,Operations,Ops Manager,24,0,7,141130,3,3,36,2,4,1,4,No,Rarely,9,71.9,2.99,2.15,15,60.7,45.7,Below Expectations
EMP0578,59,Non-binary,Master's,Operations,Sr. Ops Manager,14,6,2,190493,4,9,20,4,2,3,2,Yes,No Travel,12,52.0,3.56,4.51,6,87.5,49.31,Below Expectations
EMP0579,29,Female,Bachelor's,HR,HR Manager,22,3,2,93038,5,1,0,2,2,2,4,No,Rarely,8,93.1,1.48,2.68,17,58.0,39.94,Needs Improvement
EMP0580,24,Female,Master's,Finance,Analyst,24,4,2,87325,2,2,3,1,1,3,2,No,No Travel,15,99.8,1.92,3.72,2,88.9,28.97,Needs Improvement
EMP0581,24,Female,Bachelor's,HR,HRBP,10,7,7,50600,2,4,57,2,4,1,3,No,Rarely,16,96.2,4.56,1.07,2,74.1,44.19,Below Expectations
EMP0582,43,Male,Master's,Sales,VP Sales,18,3,3,185466,1,2,0,4,1,1,3,No,Frequently,4,93.0,2.37,4.26,17,86.8,50.3,Below Expectations
EMP0583,27,Male,Bachelor's,Sales,SDR,20,3,0,192243,2,4,12,3,2,2,1,No,Rarely,5,99.6,4.2,1.96,19,95.1,58.83,Meets Expectations
EMP0584,23,Male,Bachelor's,Finance,CFO,9,7,1,86526,4,3,45,2,3,1,3,No,Frequently,9,95.4,2.0,2.24,5,48.3,38.57,Needs Improvement
EMP0585,44,Male,Bachelor's,Support,Support Manager,23,4,9,38149,2,9,46,2,3,4,4,No,Rarely,10,84.4,1.17,1.18,4,60.6,34.43,Needs Improvement
EMP0586,23,Male,Bachelor's,HR,HR Director,11,5,1,186466,3,2,75,4,3,2,1,No,Rarely,1,58.3,3.0,2.64,18,43.3,59.3,Meets Expectations
EMP0587,59,Female,Bachelor's,Engineering,Junior Dev,0,0,0,170468,3,5,6,4,2,3,1,Yes,Rarely,6,57.8,4.57,4.41,8,64.4,46.5,Below Expectations
EMP0588,38,Female,Master's,Operations,Ops Analyst,23,10,5,179396,3,7,50,4,1,2,2,No,No Travel,13,52.4,4.28,2.51,9,54.2,40.77,Below Expectations
EMP0589,56,Female,High School,Operations,Sr. Ops Manager,6,4,6,137168,2,3,2,2,3,3,1,Yes,Frequently,3,70.6,2.01,4.63,18,74.3,51.68,Below Expectations
EMP0590,55,Female,Master's,Finance,CFO,16,0,0,134813,2,8,49,1,4,1,2,No,Rarely,4,90.4,4.64,4.47,11,87.0,55.56,Meets Expectations
EMP0591,44,Female,Master's,Support,Sr. Support,9,6,8,116779,1,5,25,4,4,3,1,No,Rarely,18,74.5,2.92,1.25,16,69.2,28.94,Needs Improvement
EMP0592,51,Male,Master's,Sales,Sales Manager,5,5,0,187088,5,4,30,3,2,3,3,No,Rarely,19,68.3,1.2,2.22,16,60.0,24.67,Needs Improvement
EMP0593,29,Male,Bachelor's,Sales,SDR,16,1,9,159266,1,2,61,2,4,3,2,No,No Travel,9,55.5,1.11,4.64,4,49.2,31.38,Needs Improvement
EMP0594,43,Female,Bachelor's,Operations,Ops Manager,17,10,1,57398,4,4,25,3,4,2,4,Yes,Frequently,5,52.6,2.94,1.12,9,41.6,34.32,Needs Improvement
EMP0595,57,Female,PhD,Finance,Analyst,4,4,2,29789,3,4,66,3,2,4,1,Yes,No Travel,1,70.0,3.19,4.06,13,80.7,67.06,Meets Expectations
EMP0596,26,Male,Master's,HR,HR Manager,17,5,6,89967,2,3,54,1,1,3,3,No,Frequently,2,55.0,1.32,4.63,8,41.8,37.06,Needs Improvement
EMP0597,34,Female,Bachelor's,Sales,Sales Manager,16,4,8,123837,5,5,27,3,3,2,3,No,No Travel,14,55.2,4.69,4.08,11,95.3,40.85,Below Expectations
EMP0598,50,Male,Bachelor's,HR,HR Manager,21,7,2,181049,5,2,43,4,2,2,2,No,Rarely,9,69.8,3.87,3.98,9,75.7,56.11,Meets Expectations
EMP0599,52,Female,Bachelor's,Support,Team Lead,15,4,7,126967,2,9,37,4,4,4,2,Yes,Rarely,16,75.1,4.21,4.37,18,61.2,41.5,Below Expectations
EMP0600,37,Female,Bachelor's,Sales,SDR,7,7,7,156201,1,0,29,2,3,2,2,No,Frequently,6,59.3,3.34,3.66,3,42.5,32.77,Needs Improvement
EMP0601,51,Female,Master's,Sales,Account Executive,23,1,9,84683,5,6,65,1,3,1,4,Yes,Frequently,1,84.2,3.65,2.69,18,64.8,63.07,Meets Expectations
EMP0602,37,Non-binary,Bachelor's,Marketing,CMO,12,5,6,70331,1,6,7,1,3,1,4,Yes,Frequently,6,70.9,2.55,1.25,19,92.0,50.33,Below Expectations
EMP0603,33,Female,Bachelor's,Sales,VP Sales,23,11,3,59626,2,3,13,3,2,1,4,No,Rarely,14,54.6,3.72,4.15,9,98.2,40.18,Below Expectations
EMP0604,38,Female,Bachelor's,Engineering,Junior Dev,15,0,3,183621,1,8,61,1,3,4,1,No,No Travel,2,81.9,4.91,4.62,18,45.1,54.36,Below Expectations
EMP0605,37,Female,Bachelor's,Finance,Senior Analyst,10,4,3,37342,3,1,74,3,1,2,4,Yes,Rarely,4,67.8,3.59,3.05,16,86.6,52.65,Below Expectations
EMP0606,33,Female,Master's,Finance,CFO,5,5,5,61417,2,0,62,3,4,1,2,No,Rarely,7,52.6,2.37,3.13,14,55.5,41.17,Below Expectations
EMP0607,29,Female,Master's,HR,HRBP,2,2,2,77664,2,2,78,1,2,3,3,Yes,Rarely,3,97.4,2.14,2.61,19,62.8,49.38,Below Expectations
EMP0608,41,Male,Bachelor's,Support,Sr. Support,0,0,0,33833,5,6,65,2,2,2,3,Yes,Rarely,17,78.6,4.85,4.43,15,72.9,38.05,Needs Improvement
EMP0609,24,Male,Master's,Sales,Account Executive,17,0,8,85658,5,8,39,3,3,1,2,No,Rarely,18,73.9,1.74,1.06,4,99.7,36.18,Needs Improvement
EMP0610,37,Female,Bachelor's,Engineering,Architect,4,4,4,185545,5,1,12,4,4,2,4,No,Rarely,7,93.0,4.22,3.5,12,52.5,57.29,Meets Expectations
EMP0611,51,Male,Bachelor's,HR,HRBP,12,2,7,156809,3,5,16,4,3,1,4,Yes,Frequently,5,96.8,2.86,4.63,7,47.8,54.64,Below Expectations
EMP0612,44,Male,Bachelor's,Marketing,Brand Manager,9,4,4,119965,3,2,14,1,3,3,2,Yes,Frequently,4,61.0,2.78,1.41,11,75.7,43.58,Below Expectations
EMP0613,49,Non-binary,Bachelor's,HR,HRBP,4,4,4,89054,4,4,32,1,2,2,3,Yes,Rarely,4,90.5,3.99,4.84,7,91.2,59.81,Meets Expectations
EMP0614,26,Female,Bachelor's,HR,HR Manager,13,10,6,26299,2,8,15,3,1,1,1,No,Rarely,16,91.6,1.59,4.87,3,78.9,32.9,Needs Improvement
EMP0615,41,Female,Bachelor's,Sales,SDR,16,1,7,90875,5,2,12,3,4,1,3,No,Rarely,5,52.7,2.87,4.72,4,60.9,44.53,Below Expectations
EMP0616,22,Male,Master's,Marketing,Digital Marketer,0,0,0,188992,2,0,22,4,4,3,4,Yes,No Travel,12,85.6,1.14,2.85,2,98.6,55.48,Meets Expectations
EMP0617,51,Male,Bachelor's,HR,HR Manager,24,0,1,198453,1,4,35,3,4,3,3,No,No Travel,8,53.1,3.68,2.53,15,99.7,40.4,Below Expectations
EMP0618,42,Male,Master's,Engineering,Architect,1,1,1,139286,3,0,42,4,4,1,4,Yes,No Travel,11,79.7,1.23,3.82,12,86.2,46.13,Below Expectations
EMP0619,41,Male,High School,Engineering,Junior Dev,6,3,1,123730,4,7,49,3,1,1,3,No,No Travel,9,83.5,1.35,2.27,17,88.1,44.2,Below Expectations
EMP0620,27,Male,PhD,Finance,Finance Manager,9,9,9,81298,1,6,73,2,2,4,2,Yes,No Travel,0,68.4,4.38,1.27,18,85.7,55.18,Meets Expectations
EMP0621,43,Male,Master's,Marketing,CMO,19,1,6,180581,2,1,12,2,1,4,4,No,Frequently,10,94.0,2.77,4.61,8,55.5,41.94,Below Expectations
EMP0622,39,Female,High School,Marketing,Digital Marketer,6,0,1,146035,3,8,29,4,3,2,1,Yes,Rarely,5,90.0,1.8,3.54,8,49.0,43.06,Below Expectations
EMP0623,29,Female,Master's,Finance,Analyst,23,5,1,198167,5,4,56,2,2,2,1,No,Rarely,2,96.3,3.37,1.83,5,73.3,64.23,Meets Expectations
EMP0624,53,Male,Bachelor's,HR,HRBP,15,3,1,134825,1,6,29,2,1,4,2,Yes,Rarely,5,65.7,3.08,1.07,9,97.2,55.57,Meets Expectations
EMP0625,54,Male,Master's,Marketing,Brand Manager,4,4,3,140637,3,3,70,1,4,1,3,No,Rarely,8,51.1,2.64,3.89,5,92.7,50.43,Below Expectations
EMP0626,37,Female,Bachelor's,Engineering,Senior Dev,11,11,0,97618,2,0,9,3,4,3,2,No,No Travel,7,90.6,4.62,4.41,10,46.4,48.31,Below Expectations
EMP0627,33,Male,Master's,Engineering,Tech Lead,16,6,1,50532,2,7,65,1,2,2,2,No,No Travel,14,61.1,4.0,2.62,1,43.4,29.6,Needs Improvement
EMP0628,59,Female,Master's,Sales,Sales Manager,15,10,2,133197,1,0,38,4,1,1,1,Yes,Frequently,5,73.4,1.61,1.32,4,92.4,47.79,Below Expectations
EMP0629,55,Male,Bachelor's,Marketing,Content Writer,19,5,6,155860,1,2,36,1,2,3,1,No,Rarely,10,90.9,3.28,3.59,16,76.8,41.95,Below Expectations
EMP0630,35,Male,High School,HR,HR Director,15,4,9,85285,1,5,2,4,4,3,4,No,Rarely,9,60.8,1.35,2.19,18,58.3,36.94,Needs Improvement
EMP0631,57,Male,Master's,Finance,Analyst,18,9,0,43866,4,7,33,2,1,1,4,No,Rarely,10,65.6,1.98,1.58,12,73.7,24.57,Needs Improvement
EMP0632,54,Male,Bachelor's,Finance,CFO,14,11,5,163665,5,7,37,1,4,1,4,Yes,No Travel,3,72.0,4.64,3.04,15,53.3,47.37,Below Expectations
EMP0633,44,Female,Bachelor's,HR,HR Director,11,11,2,34495,3,1,13,2,2,2,2,No,Rarely,12,63.6,2.85,2.93,18,96.8,35.51,Needs Improvement
EMP0634,23,Female,High School,Support,Support Manager,20,11,2,32837,2,8,63,3,2,4,2,No,Rarely,7,73.1,4.57,3.07,5,89.6,55.5,Meets Expectations
EMP0635,42,Female,Bachelor's,Operations,Sr. Ops Manager,9,9,3,174752,2,3,38,2,2,1,4,Yes,Rarely,19,50.5,1.66,4.3,14,97.7,20.89,Needs Improvement
EMP0636,23,Male,PhD,Sales,SDR,21,1,3,55346,5,3,53,3,2,4,1,No,No Travel,14,60.6,1.82,2.94,7,51.2,22.93,Needs Improvement
EMP0637,48,Female,Bachelor's,Finance,Finance Manager,1,1,1,133621,1,1,1,2,2,2,1,No,Frequently,6,91.6,2.41,4.6,11,90.6,52.0,Below Expectations
EMP0638,30,Female,Bachelor's,Marketing,Digital Marketer,6,6,2,48412,1,0,42,1,3,4,3,Yes,Rarely,0,70.7,2.47,4.37,15,73.6,60.59,Meets Expectations
EMP0639,22,Female,Master's,Sales,SDR,12,8,7,143833,2,9,52,1,2,4,4,No,Rarely,8,81.8,3.98,3.6,11,59.5,44.81,Below Expectations
EMP0640,32,Male,Master's,Marketing,CMO,2,1,2,186876,5,6,2,2,2,3,2,No,Rarely,7,61.6,3.4,1.23,7,68.8,42.73,Below Expectations
EMP0641,24,Male,Bachelor's,Support,Team Lead,14,6,6,90206,2,9,40,4,4,2,3,Yes,Rarely,1,82.5,3.21,4.46,4,96.7,68.91,Meets Expectations
EMP0642,44,Female,Bachelor's,Engineering,Tech Lead,0,0,0,35934,1,2,7,4,2,1,3,No,Rarely,13,100.0,3.41,4.62,1,81.5,53.45,Below Expectations
EMP0643,47,Female,PhD,Sales,SDR,2,2,2,55723,3,3,74,3,1,4,3,No,No Travel,11,79.8,3.93,2.5,2,61.6,45.76,Below Expectations
EMP0644,25,Male,Master's,Finance,Analyst,24,2,5,152968,1,8,62,3,2,2,4,Yes,Rarely,16,81.4,4.57,3.1,4,100.0,47.91,Below Expectations
EMP0645,39,Male,Bachelor's,Sales,VP Sales,9,9,9,176477,3,5,64,2,3,3,4,Yes,No Travel,18,55.6,2.66,2.12,5,60.7,23.91,Needs Improvement
EMP0646,27,Female,High School,Sales,VP Sales,14,0,3,174820,4,0,78,1,2,3,4,No,No Travel,5,70.2,4.21,1.06,2,88.8,52.0,Below Expectations
EMP0647,56,Female,Bachelor's,Sales,Account Executive,21,2,9,178426,5,8,3,3,4,4,1,No,No Travel,4,93.0,2.98,2.92,2,87.1,55.14,Meets Expectations
EMP0648,43,Male,Bachelor's,Operations,COO,5,5,4,146988,4,8,67,2,1,4,3,Yes,Rarely,5,91.7,3.89,1.52,18,83.4,60.45,Meets Expectations
EMP0649,36,Female,Bachelor's,Sales,Sales Manager,19,8,8,173460,1,4,9,3,1,1,1,Yes,No Travel,2,76.1,4.5,1.73,14,80.2,52.96,Below Expectations
EMP0650,43,Female,Master's,Marketing,Digital Marketer,14,8,6,61523,5,7,74,1,2,2,4,No,No Travel,15,95.2,1.13,2.92,3,46.5,24.15,Needs Improvement
EMP0651,58,Female,High School,Engineering,Senior Dev,23,6,1,126150,1,6,49,3,2,1,1,No,Rarely,17,57.1,3.19,4.47,18,99.7,46.08,Below Expectations
EMP0652,33,Female,Master's,Support,Sr. Support,20,2,0,145950,5,7,22,2,2,1,1,No,Frequently,13,82.9,4.96,4.38,10,49.7,36.51,Needs Improvement
EMP0653,59,Male,Bachelor's,HR,HR Associate,6,2,1,191804,5,8,60,3,2,3,2,No,Rarely,14,62.4,2.98,4.86,6,75.8,40.6,Below Expectations
EMP0654,39,Female,Master's,Sales,VP Sales,24,3,2,66646,1,1,46,4,4,2,4,No,Frequently,3,82.3,4.46,2.93,2,54.9,46.6,Below Expectations
EMP0655,56,Male,Master's,Finance,Senior Analyst,20,6,1,177093,1,9,2,3,4,1,3,No,Rarely,10,54.4,1.74,3.21,11,50.1,31.04,Needs Improvement
EMP0656,51,Female,High School,Sales,SDR,4,4,2,77776,5,4,16,1,1,3,4,No,Rarely,4,97.2,3.42,4.29,18,73.6,60.16,Meets Expectations
EMP0657,45,Female,Bachelor's,Finance,Analyst,3,3,3,44116,5,7,21,1,2,4,1,Yes,Rarely,8,89.3,4.48,3.8,14,90.2,49.56,Below Expectations
EMP0658,51,Male,Bachelor's,Marketing,Digital Marketer,21,11,8,137858,1,2,15,1,4,1,4,No,No Travel,4,60.0,2.73,1.73,13,62.6,34.57,Needs Improvement
EMP0659,35,Female,Master's,Finance,Senior Analyst,17,1,3,101620,1,5,79,1,4,4,4,No,No Travel,6,81.9,2.95,2.59,7,44.6,49.11,Below Expectations
EMP0660,27,Non-binary,Master's,HR,HRBP,2,2,2,184828,2,5,2,2,1,2,2,Yes,Rarely,17,88.0,1.33,4.72,10,77.4,21.77,Needs Improvement
EMP0661,24,Male,Bachelor's,Engineering,Senior Dev,16,4,2,107604,2,6,51,3,1,1,2,Yes,No Travel,17,60.5,1.17,1.58,19,86.0,30.05,Needs Improvement
EMP0662,37,Female,Bachelor's,Finance,Finance Manager,17,6,0,119452,2,2,32,3,3,4,4,No,Rarely,19,54.7,2.87,1.84,13,57.8,19.09,Needs Improvement
EMP0663,28,Female,Bachelor's,Finance,Senior Analyst,17,6,4,158991,4,7,41,3,4,4,2,No,Rarely,1,67.6,4.37,2.6,2,81.4,62.21,Meets Expectations
EMP0664,35,Female,Master's,Engineering,Senior Dev,23,5,9,48550,5,7,1,3,1,2,1,No,No Travel,12,56.8,4.73,4.76,12,44.5,41.06,Below Expectations
EMP0665,30,Male,Bachelor's,HR,HR Director,23,9,9,192596,3,8,38,2,4,3,1,No,Frequently,12,78.3,3.63,1.46,8,61.7,39.22,Needs Improvement
EMP0666,36,Male,Bachelor's,Sales,Account Executive,1,1,1,95227,4,7,45,1,4,3,1,Yes,Rarely,16,71.2,4.31,3.69,18,68.4,30.35,Needs Improvement
EMP0667,42,Male,Bachelor's,Finance,Senior Analyst,12,11,3,48212,5,2,47,3,2,1,2,No,Rarely,16,73.1,3.94,1.53,2,86.9,36.44,Needs Improvement
EMP0668,56,Female,High School,Engineering,Tech Lead,21,7,1,65118,3,5,26,3,2,4,4,Yes,Frequently,5,77.1,3.81,3.1,16,60.3,52.68,Below Expectations
EMP0669,23,Male,Master's,Marketing,Brand Manager,14,2,1,53602,2,8,14,1,2,3,1,Yes,No Travel,13,99.1,4.08,3.15,8,67.2,28.6,Needs Improvement
EMP0670,48,Female,High School,Engineering,Architect,4,0,2,42540,3,0,6,4,2,1,3,Yes,Rarely,13,89.6,3.02,1.17,16,77.7,39.33,Needs Improvement
EMP0671,23,Male,Master's,Marketing,Digital Marketer,2,2,2,191901,1,2,56,4,4,4,1,No,Rarely,11,81.5,2.83,4.82,8,77.4,46.85,Below Expectations
EMP0672,56,Female,Bachelor's,HR,HR Manager,4,4,3,96455,1,1,41,1,3,1,4,Yes,Rarely,4,68.2,1.64,4.23,13,71.1,49.27,Below Expectations
EMP0673,39,Male,Bachelor's,Sales,Sales Manager,4,1,1,47277,5,7,8,3,3,2,1,No,Frequently,4,51.4,4.38,2.21,6,59.7,49.89,Below Expectations
EMP0674,35,Male,Master's,Engineering,Junior Dev,4,1,4,144133,4,5,5,1,3,1,3,Yes,Rarely,3,55.8,1.18,1.52,1,80.2,36.74,Needs Improvement
EMP0675,41,Male,PhD,Support,Support Agent,2,1,1,173748,2,9,56,3,4,2,1,No,No Travel,12,86.5,2.07,2.38,2,90.2,50.23,Below Expectations
EMP0676,39,Male,Master's,Support,Support Agent,2,2,2,198916,5,7,75,3,3,4,1,No,No Travel,3,68.5,3.08,4.58,7,49.2,56.3,Meets Expectations
EMP0677,31,Female,Bachelor's,Operations,Sr. Ops Manager,19,0,6,34752,2,1,29,4,4,4,4,No,Rarely,17,66.7,4.89,1.53,13,60.4,34.58,Needs Improvement
EMP0678,46,Female,Bachelor's,Finance,Finance Manager,22,9,9,196742,1,5,54,4,1,4,1,No,Rarely,15,94.4,4.14,2.4,4,80.1,44.68,Below Expectations
EMP0679,23,Female,Master's,HR,HR Associate,17,3,5,187550,4,6,53,3,3,1,1,No,No Travel,17,74.2,2.47,2.98,9,85.3,28.2,Needs Improvement
EMP0680,46,Female,Bachelor's,Engineering,Junior Dev,19,9,6,182511,4,7,26,3,4,4,2,No,Rarely,1,95.0,3.86,1.13,19,86.9,67.45,Meets Expectations
EMP0681,54,Female,Bachelor's,Support,Sr. Support,3,3,0,190819,1,8,58,3,1,4,4,No,Rarely,3,94.3,4.73,2.07,3,79.2,57.04,Meets Expectations
EMP0682,57,Female,Master's,Finance,Finance Manager,0,0,0,150332,3,4,6,4,2,2,4,No,No Travel,19,54.0,3.16,3.38,2,68.7,16.77,Needs Improvement
EMP0683,52,Female,Master's,Support,Team Lead,15,4,2,185882,4,2,39,3,1,4,4,Yes,Frequently,16,97.3,2.85,2.3,16,78.7,39.37,Needs Improvement
EMP0684,35,Female,PhD,Engineering,Junior Dev,7,7,0,43302,3,1,71,1,1,4,4,No,No Travel,19,53.8,3.21,4.48,10,48.1,19.55,Needs Improvement
EMP0685,22,Male,PhD,Marketing,Content Writer,16,3,7,91236,2,7,1,2,3,4,1,No,No Travel,5,98.2,2.25,4.75,12,52.5,41.49,Below Expectations
EMP0686,37,Female,Master's,Engineering,Architect,7,7,3,89467,4,0,13,2,2,3,3,No,No Travel,17,72.6,4.63,2.77,18,95.7,34.16,Needs Improvement
EMP0687,24,Male,High School,Operations,Sr. Ops Manager,6,0,6,127350,1,9,9,3,2,4,3,No,Frequently,19,88.0,4.19,3.13,2,95.3,43.68,Below Expectations
EMP0688,56,Female,Bachelor's,Engineering,Architect,24,11,7,190913,3,5,49,1,3,1,2,No,Rarely,6,85.3,3.82,3.52,14,83.4,49.95,Below Expectations
EMP0689,27,Female,Bachelor's,Engineering,Senior Dev,7,4,7,28048,2,1,17,3,1,2,1,No,No Travel,12,75.9,3.36,3.66,12,59.6,35.97,Needs Improvement
EMP0690,46,Male,Bachelor's,Operations,COO,20,10,3,189362,2,2,17,1,4,4,4,Yes,Rarely,8,81.0,4.88,1.25,8,78.9,40.27,Below Expectations
